# curie_map:
#   finos: https://air-governance-framework.finos.org/mitigations/
#   iso42001: https://w3id.org/lmodel/iso42001/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2026-06-04'
# mapping_set_description: FINOS AI Governance Framework mitigations (mi-N) to ISO/IEC 42001:2023 Annex A controls.
# mapping_set_id: https://github.com/finos/ai-governance-framework/tree/main/linkml/src/ai_governance_framework/mappings/finos_to_iso42001.sssom.tsv
# mapping_set_version: 0.1.0
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	comment
finos:AIR-DET-004	AI System Observability	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-004	AI System Observability	skos:relatedMatch	iso42001:A-6-2-8	ISO 42001: AI system recording of event logs	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-005	System Acceptance Testing	skos:relatedMatch	iso42001:A-6-2-4	ISO 42001: AI system verification and validation	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-005	System Acceptance Testing	skos:relatedMatch	iso42001:A-6-2-5	ISO 42001: AI system deployment	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-006	Data Quality & Classification/Sensitivity	skos:relatedMatch	iso42001:A-7-4	ISO 42001: Quality of data for AI systems	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-006	Data Quality & Classification/Sensitivity	skos:relatedMatch	iso42001:A-7-2	ISO 42001: Data for development and enhancement of AI system	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-006	Data Quality & Classification/Sensitivity	skos:relatedMatch	iso42001:A-4-3	ISO 42001: Data resources	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-007	Legal and Contractual Frameworks for AI Systems	skos:relatedMatch	iso42001:A-2-3	ISO 42001: Alignment with other organizational policies	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-007	Legal and Contractual Frameworks for AI Systems	skos:relatedMatch	iso42001:A-10-2	ISO 42001: Allocating responsibilities	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-007	Legal and Contractual Frameworks for AI Systems	skos:relatedMatch	iso42001:A-10-3	ISO 42001: Suppliers	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-007	Legal and Contractual Frameworks for AI Systems	skos:relatedMatch	iso42001:A-8-5	ISO 42001: Information for interested parties	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-008	Quality of Service (QoS) and DDoS Prevention for AI Systems	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-008	Quality of Service (QoS) and DDoS Prevention for AI Systems	skos:relatedMatch	iso42001:A-4-5	ISO 42001: System and computing resources	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-009	AI System Alerting and Denial of Wallet (DoW) / Spend Monitoring	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-009	AI System Alerting and Denial of Wallet (DoW) / Spend Monitoring	skos:relatedMatch	iso42001:A-4-2	ISO 42001: Resource documentation	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-010	AI Model Version Pinning	skos:relatedMatch	iso42001:A-6-2-3	ISO 42001: Documentation of AI system design and development	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-010	AI Model Version Pinning	skos:relatedMatch	iso42001:A-6-2-5	ISO 42001: AI system deployment	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-010	AI Model Version Pinning	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-010	AI Model Version Pinning	skos:relatedMatch	iso42001:A-4-4	ISO 42001: Tooling resources	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-011	Human Feedback Loop for AI Systems	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-011	Human Feedback Loop for AI Systems	skos:relatedMatch	iso42001:A-8-2	ISO 42001: System documentation and information for users	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-011	Human Feedback Loop for AI Systems	skos:relatedMatch	iso42001:A-8-3	ISO 42001: External reporting	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-011	Human Feedback Loop for AI Systems	skos:relatedMatch	iso42001:A-3-3	ISO 42001: Reporting of concerns	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-012	Role-Based Access Control for AI Data	skos:relatedMatch	iso42001:A-3-2	ISO 42001: AI roles and responsibilities	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-012	Role-Based Access Control for AI Data	skos:relatedMatch	iso42001:A-7-2	ISO 42001: Data for development and enhancement of AI system	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-013	Providing Citations and Source Traceability for AI-Generated Information	skos:relatedMatch	iso42001:A-8-2	ISO 42001: System documentation and information for users	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-013	Providing Citations and Source Traceability for AI-Generated Information	skos:relatedMatch	iso42001:A-6-1-2	ISO 42001: Objectives for responsible development of AI systems	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-013	Providing Citations and Source Traceability for AI-Generated Information	skos:relatedMatch	iso42001:A-6-2-7	ISO 42001: AI system technical documentation	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-014	Encryption of AI Data at Rest	skos:relatedMatch	iso42001:A-7-2	ISO 42001: Data for development and enhancement of AI system	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-015	Using Large Language Models for Automated Evaluation (LLM-as-a-Judge)	skos:relatedMatch	iso42001:A-6-2-4	ISO 42001: AI system verification and validation	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-015	Using Large Language Models for Automated Evaluation (LLM-as-a-Judge)	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-016	Preserving Source Data Access Controls in AI Systems	skos:relatedMatch	iso42001:A-7-2	ISO 42001: Data for development and enhancement of AI system	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-016	Preserving Source Data Access Controls in AI Systems	skos:relatedMatch	iso42001:A-7-3	ISO 42001: Acquisition of data	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-016	Preserving Source Data Access Controls in AI Systems	skos:relatedMatch	iso42001:A-9-2	ISO 42001: Processes for responsible use of AI systems	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-017	AI Firewall Implementation and Management	skos:relatedMatch	iso42001:A-6-1-3	ISO 42001: Processes for responsible AI system design and development	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-017	AI Firewall Implementation and Management	skos:relatedMatch	iso42001:A-6-2-2	ISO 42001: AI system requirements and specification	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-017	AI Firewall Implementation and Management	skos:relatedMatch	iso42001:A-9-2	ISO 42001: Processes for responsible use of AI systems	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-021	Agent Decision Audit and Explainability	skos:relatedMatch	iso42001:A-8-3	ISO 42001: External reporting	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-021	Agent Decision Audit and Explainability	skos:relatedMatch	iso42001:A-6-2-6	ISO 42001: AI system operation and monitoring	semapv:LLMBasedMatching	https://github.com/finos/ai-governance-framework	2026-06-04	
