# curie_map:
#   finos: https://air-governance-framework.finos.org/
#   eu_ai_act: https://artificialintelligenceact.eu/article/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2026-06-04'
# mapping_set_description: FINOS AI Governance Framework risks (ri-N), mitigations (mi-N), and use cases (uc-N) to EU Artificial Intelligence Act articles, recitals, and annexes.
# mapping_set_id: https://github.com/finos/ai-governance-framework/tree/main/linkml/src/ai_governance_framework/mappings/finos_to_eu_ai_act.sssom.tsv
# mapping_set_version: 0.1.0
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	comment
finos:AIR-OP-007	Availability of Foundational Model	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-007	Availability of Foundational Model	skos:relatedMatch	eu_ai_act:c3-s3-a26	III.S3.A26: Obligations of Deployers of High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-007	Availability of Foundational Model	skos:relatedMatch	eu_ai_act:c5-s2-a53	V.S2.A53: Obligations for Providers of General-Purpose AI Models	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-008	Tampering With the Foundational Model	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-008	Tampering With the Foundational Model	skos:relatedMatch	eu_ai_act:c3-s3-a16	III.S3.A16: Obligations of Providers of High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-008	Tampering With the Foundational Model	skos:relatedMatch	eu_ai_act:c5-s2-a53	V.S2.A53: Obligations for Providers of General-Purpose AI Models	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-009	Data Poisoning	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-009	Data Poisoning	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-009	Data Poisoning	skos:relatedMatch	eu_ai_act:c5-s2-a53	V.S2.A53: Obligations for Providers of General-Purpose AI Models	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-010	Prompt Injection	skos:relatedMatch	eu_ai_act:c2-a5	II.A5 Prohibited AI Practices	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-010	Prompt Injection	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-SEC-010	Prompt Injection	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-014	Inadequate System Alignment	skos:relatedMatch	eu_ai_act:c2-a5	II.A5 Prohibited AI Practices	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-014	Inadequate System Alignment	skos:relatedMatch	eu_ai_act:c3-s2-a9	III.S2.A9: Risk Management System	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-014	Inadequate System Alignment	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-016	Bias and Discrimination	skos:relatedMatch	eu_ai_act:c2-a5	II.A5 Prohibited AI Practices	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-016	Bias and Discrimination	skos:relatedMatch	eu_ai_act:c3-s2-a9	III.S2.A9: Risk Management System	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-016	Bias and Discrimination	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-016	Bias and Discrimination	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-016	Bias and Discrimination	skos:relatedMatch	eu_ai_act:c3-s3-a27	III.S3.A27: Fundamental Rights Impact Assessment for High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-017	Lack of Explainability	skos:relatedMatch	eu_ai_act:c3-s2-a13	III.S2.A13: Transparency and Provision of Information to Deployers	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-017	Lack of Explainability	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-017	Lack of Explainability	skos:relatedMatch	eu_ai_act:c4-a50	IV.A50 Transparency Obligations for Providers and Deployers of Certain AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-017	Lack of Explainability	skos:relatedMatch	eu_ai_act:c9-s4-a86	IX.S4.A86: Right to Explanation of Individual Decision-Making	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-018	Model Overreach / Expanded Use	skos:relatedMatch	eu_ai_act:c3-s1-a6	III.S1.A6: Classification Rules for High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-018	Model Overreach / Expanded Use	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-018	Model Overreach / Expanded Use	skos:relatedMatch	eu_ai_act:c3-s3-a26	III.S3.A26: Obligations of Deployers of High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-019	Data Quality and Drift	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-019	Data Quality and Drift	skos:relatedMatch	eu_ai_act:c3-s2-a9	III.S2.A9: Risk Management System	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-019	Data Quality and Drift	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-020	Reputational Risk	skos:relatedMatch	eu_ai_act:c2-a5	II.A5 Prohibited AI Practices	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-020	Reputational Risk	skos:relatedMatch	eu_ai_act:c3-s2-a9	III.S2.A9: Risk Management System	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-OP-020	Reputational Risk	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-022	Regulatory Compliance and Oversight	skos:relatedMatch	eu_ai_act:c3-s2-a8	III.S2.A8: Compliance with the Requirements	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-022	Regulatory Compliance and Oversight	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-022	Regulatory Compliance and Oversight	skos:relatedMatch	eu_ai_act:c3-s3-a16	III.S3.A16: Obligations of Providers of High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-022	Regulatory Compliance and Oversight	skos:relatedMatch	eu_ai_act:c3-s3-a21	III.S3.A21: Cooperation with Competent Authorities	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-022	Regulatory Compliance and Oversight	skos:relatedMatch	eu_ai_act:c3-s3-a27	III.S3.A27: Fundamental Rights Impact Assessment for High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-023	Intellectual Property (IP) and Copyright	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-023	Intellectual Property (IP) and Copyright	skos:relatedMatch	eu_ai_act:c3-s2-a11	III.S2.A11: Technical Documentation	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-RC-023	Intellectual Property (IP) and Copyright	skos:relatedMatch	eu_ai_act:c5-s2-a53	V.S2.A53: Obligations for Providers of General-Purpose AI Models	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-005	System Acceptance Testing	skos:relatedMatch	eu_ai_act:c3-s2-a9	III.S2.A9: Risk Management System	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-005	System Acceptance Testing	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-PREV-006	Data Quality & Classification/Sensitivity	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-011	Human Feedback Loop for AI Systems	skos:relatedMatch	eu_ai_act:c3-s2-a14	III.S2.A14: Human Oversight	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-011	Human Feedback Loop for AI Systems	skos:relatedMatch	eu_ai_act:c9-s1-a72	IX.S1.A72: Post-Market Monitoring by Providers and Post-Market Monitoring Plan for High-Risk AI Systems	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-013	Providing Citations and Source Traceability for AI-Generated Information	skos:relatedMatch	eu_ai_act:c3-s2-a13	III.S2.A13: Transparency and Provision of Information to Deployers	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:AIR-DET-013	Providing Citations and Source Traceability for AI-Generated Information	skos:relatedMatch	eu_ai_act:c9-s4-a86	IX.S4.A86: Right to Explanation of Individual Decision-Making	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:UC-001	Credit Risk Analysis	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:UC-002	Autonomous Wealth Management	skos:relatedMatch	eu_ai_act:c3-s2-a10	III.S2.A10: Data and Data Governance	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:UC-002	Autonomous Wealth Management	skos:relatedMatch	eu_ai_act:c3-s2-a15	III.S2.A15: Accuracy, Robustness and Cybersecurity	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
finos:UC-002	Autonomous Wealth Management	skos:relatedMatch	eu_ai_act:c3-s2-a13	III.S2.A13: Transparency and Provision of Information to Deployers	semapv:ManualMappingCuration	https://github.com/finos/ai-governance-framework	2026-06-04	
